"dL []","Freq [GHz]","dB(S(1,1)) []"
0.0572,2.316,-12.7616724463653
0.0572,2.319,-12.9510757573012
0.0572,2.322,-13.139569380704
0.0572,2.325,-13.3266329425294
0.0572,2.328,-13.5116907514401
0.0572,2.331,-13.6941101506012
0.0572,2.334,-13.8732009045534
0.0572,2.337,-14.0482159281474
0.0572,2.34,-14.2183536880714
0.0572,2.343,-14.382762614138
0.0572,2.346,-14.5405478394604
0.0572,2.349,-14.6907805378797
0.0572,2.352,-14.8325100362757
0.0572,2.355,-14.9647787440675
0.0572,2.358,-15.0866397621589
0.0572,2.361,-15.1971768153303
0.0572,2.364,-15.2955259102296
0.0572,2.367,-15.3808978788407
0.0572,2.37,-15.4526007548219
0.0572,2.373,-15.510060781133
0.0572,2.376,-15.5528407935312
0.0572,2.379,-15.5806547886205
0.0572,2.382,-15.5933776749379
0.0572,2.385,-15.5910495097366
0.0572,2.388,-15.5738739120822
0.0572,2.391,-15.5422107690409
0.0572,2.394,-15.496563763398
0.0572,2.397,-15.437563598552
0.0572,2.4,-15.3659480407604
0.0572,2.403,-15.2825400204343
0.0572,2.406,-15.1882250320376
0.0572,2.409,-15.0839289629816
0.0572,2.412,-14.9705972941565
0.0572,2.415,-14.8491763819781
0.0572,2.418,-14.7205972864306
0.0572,2.421,-14.5857623782425
0.0572,2.424,-14.4455347596054
0.0572,2.427,-14.3007303767916
0.0572,2.43,-14.1521125923334
0.0572,2.433,-14.000388916225
0.0572,2.436,-13.8462095636426
0.0572,2.439,-13.6901675030708
0.0572,2.442,-13.5327996754702
0.0572,2.445,-13.3745890949659
0.0572,2.448,-13.2159675784749
0.0572,2.451,-13.0573188911451
0.0572,2.454,-12.8989821331826
0.0572,2.457,-12.7412552295225
0.0572,2.46,-12.5843984156572
0.0572,2.463,-12.4286376402831
0.0572,2.466,-12.2741678282364
0.0572,2.469,-12.1211559657192
0.0572,2.472,-11.9697439845211
0.0572,2.475,-11.8200514333174
0.0572,2.478,-11.6721779327077
0.0572,2.481,-11.5262054169409
0.0572,2.484,-11.3822001697092
0.0572,2.487,-11.2402146643622
0.0572,2.49,-11.1002892207465
0.0572,2.493,-10.962453491861
0.0572,2.496,-10.8267277938795
0.0572,2.499,-10.6931242929929
0.0572,2.502,-10.5616480621044
0.0572,2.505,-10.432298019779
0.0572,2.508,-10.3050677630912
0.0572,2.511,-10.1799463051749
0.0572,2.514,-10.0569187274255
0.0572,2.517,-9.93596675544418
0.0572,2.52,-9.81706926698459
0.0572,2.523,-9.70020273937353
0.0572,2.526,-9.58534164313474
0.0572,2.529,-9.47245878785746
0.0572,2.532,-9.36152562571964
0.0572,2.535,-9.25251251749796
0.0572,2.538,-9.14538896537266
0.0572,2.541,-9.04012381636242
0.0572,2.544,-8.93668543979748
0.0572,2.547,-8.83504188185826
0.0572,2.55,-8.73516099986356
0.0572,2.553,-8.63701057868871
0.0572,2.556,-8.54055843142106
0.0572,2.559,-8.44577248611933
0.0572,2.562,-8.35262086032812
0.0572,2.565,-8.26107192480857
0.0572,2.568,-8.17109435777726
0.0572,2.571,-8.08265719079543
0.0572,2.574,-7.99572984731879
0.0572,2.577,-7.91028217480006
0.0572,2.58,-7.82628447113341
0.0572,2.583,-7.74370750613753
0.0572,2.586,-7.66252253869347
0.0572,2.589,-7.58270133008107
0.0572,2.592,-7.50421615399493
0.0572,2.595,-7.42703980366399
0.0572,2.598,-7.35114559645016
0.0572,2.601,-7.2765073762565
0.0572,2.604,-7.20309951403758
0.0572,2.607,-7.13089690666965
0.0572,2.61,-7.05987497440824
0.0572,2.613,-6.99000965713401
0.0572,2.616,-6.92127740956366
0.0572,2.619,-6.85365519558172
0.0572,2.622,-6.78712048183087
0.0572,2.625,-6.72165123068128
0.0572,2.628,-6.65722589268556
0.0572,2.631,-6.59382339861243
0.0572,2.634,-6.53142315114138
0.0572,2.637,-6.47000501628994
0.0572,2.64,-6.40954931463664
0.0572,2.643,-6.35003681239465
0.0572,2.646,-6.29144871238401
0.0572,2.649,-6.23376664494442
0.0572,2.652,-6.17697265882473
0.0572,2.655,-6.12104921208081
0.0572,2.658,-6.06597916300865
0.0572,2.661,-6.01174576113649
0.0572,2.664,-5.95833263829562
0.0572,2.667,-5.9057237997872
0.0572,2.67,-5.85390361565932
0.0572,2.673,-5.80285681210666
0.0572,2.676,-5.75256846300269
0.0572,2.679,-5.70302398157287
0.0572,2.682,-5.65420911221548
0.0572,2.685,-5.60610992247551
0.0572,2.688,-5.55871279517579
0.0572,2.691,-5.51200442070838
0.0572,2.694,-5.46597178948833
0.0572,2.697,-5.42060218457137
0.0572,2.7,-5.37588317443589
0.0572,2.703,-5.33180260592944
0.0572,2.706,-5.28834859737917
0.0572,2.709,-5.24550953186519
0.0572,2.712,-5.20327405065558
0.0572,2.715,-5.16163104680128
0.0572,2.718,-5.12056965888903
0.0572,2.721,-5.08007926494982
0.0572,2.724,-5.04014947652084
0.0572,2.727,-5.00077013285793
0.0572,2.73,-4.96193129529621
0.0572,2.733,-4.9236232417557
0.0572,2.736,-4.88583646138919
0.0572,2.739,-4.84856164936942
0.0572,2.742,-4.81178970181244
0.0572,2.745,-4.77551171083406
0.0572,2.748,-4.73971895973655
0.0572,2.751,-4.70440291832222
0.0572,2.754,-4.66955523833103
0.0572,2.757,-4.63516774899906
0.0572,2.76,-4.60123245273494
0.0572,2.763,-4.56774152091102
0.0572,2.766,-4.53468728976669
0.0572,2.769,-4.50206225642047
0.0572,2.772,-4.46985907498847
0.0572,2.775,-4.43807055280605
0.0572,2.778,-4.40668964675007
0.0572,2.781,-4.37570945965902
0.0572,2.784,-4.34512323684829
0.0572,2.787,-4.31492436271809
0.0572,2.79,-4.28510635745136
0.0572,2.793,-4.25566287379929
0.0572,2.796,-4.22658769395196
0.0572,2.799,-4.19787472649171
0.0572,2.802,-4.16951800342708
0.0572,2.805,-4.14151167730485
0.0572,2.808,-4.11385001839817
0.0572,2.811,-4.08652741196858
0.0572,2.814,-4.05953835559982
0.0572,2.817,-4.03287745660146
0.0572,2.82,-4.00653942948035
0.0572,2.823,-3.98051909347797
0.0572,2.826,-3.95481137017189
0.0572,2.829,-3.92941128113946
0.0572,2.832,-3.90431394568195
0.0572,2.835,-3.8795145786076
0.0572,2.838,-3.85500848807171
0.0572,2.841,-3.83079107347228
0.0572,2.844,-3.80685782339969
0.0572,2.847,-3.78320431363869
0.0572,2.85,-3.75982620522155
0.0572,2.853,-3.73671924253058
0.0572,2.856,-3.71387925144895
0.0572,2.859,-3.69130213755824
0.0572,2.862,-3.6689838843815
0.0572,2.865,-3.6469205516706
0.0572,2.868,-3.62510827373653
0.0572,2.871,-3.6035432578215
0.0572,2.874,-3.58222178251173
0.0572,2.877,-3.56114019618969
0.0572,2.88,-3.54029491552487
0.0572,2.883,-3.51968242400176
0.0572,2.886,-3.49929927048434
0.0572,2.889,-3.47914206781571
0.0572,2.892,-3.45920749145226
0.0572,2.895,-3.43949227813113
0.0572,2.898,-3.41999322457024
0.0572,2.901,-3.40070718619991
0.0572,2.904,-3.38163107592525
0.0572,2.907,-3.36276186291845
0.0572,2.91,-3.34409657144022
0.0572,2.913,-3.32563227968943
0.0572,2.916,-3.30736611868053
0.0572,2.919,-3.28929527114748
0.0572,2.922,-3.27141697047404
0.0572,2.925,-3.25372849964928
0.0572,2.928,-3.23622719024784
0.0572,2.931,-3.21891042143427
0.0572,2.934,-3.20177561899074
0.0572,2.937,-3.1848202543675
0.0572,2.94,-3.1680418437556
0.0572,2.943,-3.15143794718111
0.0572,2.946,-3.13500616762039
0.0572,2.949,-3.11874415013584
0.0572,2.952,-3.10264958103152
0.0572,2.955,-3.08672018702821
0.0572,2.958,-3.07095373445733
0.0572,2.961,-3.05534802847327
0.0572,2.964,-3.03990091228358
0.0572,2.967,-3.0246102663967
0.0572,2.97,-3.00947400788657
0.0572,2.973,-2.99449008967386
0.0572,2.976,-2.97965649982323
0.0572,2.979,-2.96497126085646
0.0572,2.982,-2.95043242908062
0.0572,2.985,-2.9360380939314
0.0572,2.988,-2.92178637733074
0.0572,2.991,-2.90767543305875
0.0572,2.994,-2.89370344613929
0.0572,2.997,-2.87986863223908
0.0572,3,-2.8661692370798
0.0625,1.8,-1.83800003723766
0.0625,1.803,-1.86882684109066
0.0625,1.806,-1.90023422208177
0.0625,1.809,-1.93223403991524
0.0625,1.812,-1.96483840258964
0.0625,1.815,-1.99805967130033
0.0625,1.818,-2.03191046542322
0.0625,1.821,-2.06640366758085
0.0625,1.824,-2.1015524287922
0.0625,1.827,-2.13737017370748
0.0625,1.83,-2.1738706059291
0.0625,1.833,-2.21106771342055
0.0625,1.836,-2.24897577400438
0.0625,1.839,-2.28760936095121
0.0625,1.842,-2.32698334866108
0.0625,1.845,-2.36711291843921
0.0625,1.848,-2.40801356436785
0.0625,1.851,-2.44970109927621
0.0625,1.854,-2.49219166081055
0.0625,1.857,-2.53550171760645
0.0625,1.86,-2.57964807556566
0.0625,1.863,-2.62464788423964
0.0625,1.866,-2.67051864332243
0.0625,1.869,-2.71727820925501
0.0625,1.872,-2.76494480194403
0.0625,1.875,-2.81353701159717
0.0625,1.878,-2.86307380567802
0.0625,1.881,-2.9135745359828
0.0625,1.884,-2.96505894584178
0.0625,1.887,-3.01754717744761
0.0625,1.89,-3.07105977931323
0.0625,1.893,-3.12561771386132
0.0625,1.896,-3.18124236514738
0.0625,1.899,-3.23795554671795
0.0625,1.902,-3.29577950960541
0.0625,1.905,-3.35473695045962
0.0625,1.908,-3.41485101981679
0.0625,1.911,-3.47614533050435
0.0625,1.914,-3.53864396618027
0.0625,1.917,-3.60237149000339
0.0625,1.92,-3.66735295343042
0.0625,1.923,-3.73361390513299
0.0625,1.926,-3.80118040002645
0.0625,1.929,-3.87007900839924
0.0625,1.932,-3.94033682512898
0.0625,1.935,-4.01198147896774
0.0625,1.938,-4.08504114187522
0.0625,1.941,-4.15954453837321
0.0625,1.944,-4.23552095488998
0.0625,1.947,-4.31300024905595
0.0625,1.95,-4.39201285890535
0.0625,1.953,-4.47258981192895
0.0625,1.956,-4.55476273391393
0.0625,1.959,-4.6385638574944
0.0625,1.962,-4.72402603032313
0.0625,1.965,-4.8111827227596
0.0625,1.968,-4.90006803495121
0.0625,1.971,-4.99071670316412
0.0625,1.974,-5.08316410519647
0.0625,1.977,-5.17744626467921
0.0625,1.98,-5.27359985403835
0.0625,1.983,-5.37166219585632
0.0625,1.986,-5.47167126232831
0.0625,1.989,-5.57366567246174
0.0625,1.992,-5.67768468661188
0.0625,1.995,-5.78376819788326
0.0625,1.998,-5.89195671985408
0.0625,2.001,-6.00229136999699
0.0625,2.004,-6.11481384807365
0.0625,2.007,-6.22956640867031
0.0625,2.01,-6.3465918269146
0.0625,2.013,-6.4659333562685
0.0625,2.016,-6.58763467712471
0.0625,2.019,-6.711739834742
0.0625,2.022,-6.83829316483421
0.0625,2.025,-6.96733920487459
0.0625,2.028,-7.0989225888864
0.0625,2.031,-7.23308792315786
0.0625,2.034,-7.36987963993701
0.0625,2.037,-7.50934182572535
0.0625,2.04,-7.6515180202882
0.0625,2.043,-7.79645098192796
0.0625,2.046,-7.94418241391422
0.0625,2.049,-8.09475264622142
0.0625,2.052,-8.24820026588096
0.0625,2.055,-8.40456168829787
0.0625,2.058,-8.56387066080283
0.0625,2.061,-8.72615768849636
0.0625,2.064,-8.89144937108485
0.0625,2.067,-9.05976763789947
0.0625,2.07,-9.23112886662826
0.0625,2.073,-9.40554286947848
0.0625,2.076,-9.58301172853711
0.0625,2.079,-9.76352846003493
0.0625,2.082,-9.94707548509316
0.0625,2.085,-10.1336228824089
0.0625,2.088,-10.3231263963299
0.0625,2.091,-10.5155251720317
0.0625,2.094,-10.7107391882665
0.0625,2.097,-10.9086663576991
0.0625,2.1,-11.1091792655936
0.0625,2.103,-11.3121215200919
0.0625,2.106,-11.517303692233
0.0625,2.109,-11.7244988320544
0.0625,2.112,-11.9334375596914
0.0625,2.115,-12.1438027486012
0.0625,2.118,-12.3552238433794
0.0625,2.121,-12.5672708887012
0.0625,2.124,-12.7794483903107
0.0625,2.127,-12.991189185106
0.0625,2.13,-13.2018485660432
0.0625,2.133,-13.4106989885926
0.0625,2.136,-13.6169257768394
0.0625,2.139,-13.8196243444832
0.0625,2.142,-14.0177995408817
0.0625,2.145,-14.210367812493
0.0625,2.148,-14.3961629183521
0.0625,2.151,-14.5739459328239
0.0625,2.154,-14.7424201852372
0.0625,2.157,-14.9002516001732
0.0625,2.16,-15.0460945964655
0.0625,2.163,-15.1786232732177
0.0625,2.166,-15.2965670747136
0.0625,2.169,-15.3987495279015
0.0625,2.172,-15.4841280600752
0.0625,2.175,-15.5518324267535
0.0625,2.178,-15.6011990136622
0.0625,2.181,-15.6317983087048
0.0625,2.184,-15.6434532144676
0.0625,2.187,-15.6362465723586
0.0625,2.19,-15.6105172124319
0.0625,2.193,-15.5668448912536
0.0625,2.196,-15.5060254725771
0.0625,2.199,-15.4290384937814
0.0625,2.202,-15.337009742479
0.0625,2.205,-15.2311716045265
0.0625,2.208,-15.1128237638776
0.0625,2.211,-14.9832964123599
0.0625,2.214,-14.8439175642175
0.0625,2.217,-14.6959854666592
0.0625,2.22,-14.5407465357049
0.0625,2.223,-14.3793787804875
0.0625,2.226,-14.2129803342919
0.0625,2.229,-14.0425624887582
0.0625,2.232,-13.8690465145252
0.0625,2.235,-13.693263524455
0.0625,2.238,-13.5159566696129
0.0625,2.241,-13.3377850304917
0.0625,2.244,-13.1593286578355
0.0625,2.247,-12.9810943149239
0.0625,2.25,-12.803521566989
0.0625,2.253,-12.626988947997
0.0625,2.256,-12.4518200076462
0.0625,2.259,-12.2782891014282
0.0625,2.262,-12.1066268345291
0.0625,2.265,-11.9370251074655
0.0625,2.268,-11.7696417392455
0.0625,2.271,-11.6046046641201
0.0625,2.274,-11.4420157121739
0.0625,2.277,-11.2819539934492
0.0625,2.28,-11.1244789111243
0.0625,2.283,-10.9696328324254
0.0625,2.286,-10.8174434471781
0.0625,2.289,-10.6679258437746
0.0625,2.292,-10.5210843313061
0.0625,2.295,-10.3769140349946
0.0625,2.298,-10.2354022901238
0.0625,2.301,-10.0965298575663
0.0625,2.304,-9.96027198187417
0.0625,2.307,-9.82659931080905
0.0625,2.31,-9.69547869320562
0.0625,2.313,-9.5668738702012
0.0625,2.316,-9.44074607315923
0.0625,2.319,-9.31705454005773
0.0625,2.322,-9.19575696071145
0.0625,2.325,-9.07680985993913
0.0625,2.328,-8.96016892666798
0.0625,2.331,-8.84578929597395
0.0625,2.334,-8.73362579017915
0.0625,2.337,-8.62363312435482
0.0625,2.34,-8.51576608089866
0.0625,2.343,-8.4099796572604
0.0625,2.346,-8.30622919036675
0.0625,2.349,-8.20447046084195
0.0625,2.352,-8.10465977972065
0.0625,2.355,-8.00675406000291
0.0625,2.358,-7.91071087509708
0.0625,2.361,-7.81648850593234
0.0625,2.364,-7.72404597829165
0.0625,2.367,-7.63334309171553
0.0625,2.37,-7.54434044115142
0.0625,2.373,-7.45699943237154
0.0625,2.376,-7.3712822920487
0.0625,2.379,-7.28715207326434
0.0625,2.382,-7.20457265712179
0.0625,2.385,-7.12350875105013
0.0625,2.388,-7.04392588430723
0.0625,2.391,-6.9657904011241
0.0625,2.394,-6.88906945187416
0.0625,2.397,-6.81373098260045
0.0625,2.4,-6.73974372318961
0.0625,2.403,-6.66707717444274
0.0625,2.406,-6.59570159425974
0.0625,2.409,-6.52558798312417
0.0625,2.412,-6.45670806905044
0.0625,2.415,-6.38903429213221
0.0625,2.418,-6.32253978881221
0.0625,2.421,-6.25719837597569
0.0625,2.424,-6.19298453495605
0.0625,2.427,-6.12987339552721
0.0625,2.43,-6.06784071994677
0.0625,2.433,-6.00686288710389
0.0625,2.436,-5.94691687681726
0.0625,2.439,-5.88798025432127
0.0625,2.442,-5.83003115497192
0.0625,2.445,-5.77304826919832
0.0625,2.448,-5.71701082772105
0.0625,2.451,-5.66189858705397
0.0625,2.454,-5.60769181530296
0.0625,2.457,-5.55437127827131
0.0625,2.46,-5.50191822587939
0.0625,2.463,-5.45031437890326
0.0625,2.466,-5.3995419160354
0.0625,2.469,-5.34958346126852
0.0625,2.472,-5.30042207160257
0.0625,2.475,-5.25204122507294
0.0625,2.478,-5.20442480909775
0.0625,2.481,-5.15755710914046
0.0625,2.484,-5.11142279768376
0.0625,2.487,-5.06600692350983
0.0625,2.49,-5.02129490128168
0.0625,2.493,-4.97727250141993
0.0625,2.496,-4.93392584026879
0.0625,2.499,-4.89124137054509
0.0625,2.502,-4.84920587206389
0.0625,2.505,-4.80780644273391
0.0625,2.508,-4.76703048981623
0.0625,2.511,-4.72686572143938
0.0625,2.514,-4.68730013836417
0.0625,2.517,-4.64832202599151
0.0625,2.52,-4.60991994660633
0.0625,2.523,-4.57208273185133
0.0625,2.526,-4.53479947542365
0.0625,2.529,-4.49805952598826
0.0625,2.532,-4.46185248030155
0.0625,2.535,-4.42616817653903
0.0625,2.538,-4.39099668782098
0.0625,2.541,-4.35632831593007
0.0625,2.544,-4.32215358521516
0.0625,2.547,-4.28846323667561
0.0625,2.55,-4.25524822222047
0.0625,2.553,-4.22249969909726
0.0625,2.556,-4.19020902448506
0.0625,2.559,-4.15836775024671
0.0625,2.562,-4.12696761783534
0.0625,2.565,-4.0960005533502
0.0625,2.568,-4.06545866273733
0.0625,2.571,-4.03533422713032
0.0625,2.574,-4.00561969832699
0.0625,2.577,-3.97630769439747
0.0625,2.58,-3.94739099541978
0.0625,2.583,-3.91886253933879
0.0625,2.586,-3.89071541794468
0.0625,2.589,-3.8629428729672
0.0625,2.592,-3.83553829228206
0.0625,2.595,-3.80849520622589
0.0625,2.598,-3.78180728401657
0.0625,2.601,-3.7554683302753
0.0625,2.604,-3.72947228164754
0.0625,2.607,-3.70381320351958
0.0625,2.61,-3.67848528682783
0.0625,2.613,-3.65348284495782
0.0625,2.616,-3.62880031073031
0.0625,2.619,-3.6044322334717
0.0625,2.622,-3.58037327616611
0.0625,2.625,-3.55661821268673
0.0625,2.628,-3.53316192510383
0.0625,2.631,-3.50999940106729
0.0625,2.634,-3.48712573126115
0.0625,2.637,-3.46453610692812
0.0625,2.64,-3.4422258174619
0.0625,2.643,-3.42019024806518
0.0625,2.646,-3.39842487747141
0.0625,2.649,-3.37692527572833
0.0625,2.652,-3.35568710204153
0.0625,2.655,-3.33470610267602
0.0625,2.658,-3.31397810891436
0.0625,2.661,-3.29349903506929
0.0625,2.664,-3.27326487654966
0.0625,2.667,-3.25327170797769
0.0625,2.67,-3.23351568135624
0.0625,2.673,-3.21399302428466
0.0625,2.676,-3.19470003822155
0.0625,2.679,-3.17563309679334
0.0625,2.682,-3.15678864414712
0.0625,2.685,-3.13816319334656
0.0625,2.688,-3.11975332480956
0.0625,2.691,-3.1015556847866
0.0625,2.694,-3.0835669838783
0.0625,2.697,-3.0657839955914
0.0625,2.7,-3.04820355493187
0.0625,2.703,-3.03082255703404
0.0625,2.706,-3.01363795582483
0.0625,2.709,-2.99664676272209
0.0625,2.712,-2.97984604536596
0.0625,2.715,-2.9632329263824
0.0625,2.718,-2.94680458217799
0.0625,2.721,-2.93055824176503
0.0625,2.724,-2.91449118561621
0.0625,2.727,-2.89860074454795
0.0625,2.73,-2.88288429863157
0.0625,2.733,-2.86733927613163
0.0625,2.736,-2.85196315247057
0.0625,2.739,-2.83675344921897
0.0625,2.742,-2.82170773311081
0.0625,2.745,-2.80682361508279
0.0625,2.748,-2.79209874933738
0.0625,2.751,-2.77753083242869
0.0625,2.754,-2.76311760237069
0.0625,2.757,-2.74885683776703
0.0625,2.76,-2.73474635696207
0.0625,2.763,-2.72078401721237
0.0625,2.766,-2.70696771387815
0.0625,2.769,-2.69329537963422
0.0625,2.772,-2.67976498369981
0.0625,2.775,-2.66637453108684
0.0625,2.778,-2.65312206186603
0.0625,2.781,-2.64000565045057
0.0625,2.784,-2.6270234048967
0.0625,2.787,-2.61417346622082
0.0625,2.79,-2.60145400773275
0.0625,2.793,-2.58886323438463
0.0625,2.796,-2.57639938213509
0.0625,2.799,-2.56406071732832
0.0625,2.802,-2.55184553608753
0.0625,2.805,-2.53975216372269
0.0625,2.808,-2.52777895415182
0.0625,2.811,-2.51592428933577
0.0625,2.814,-2.50418657872607
0.0625,2.817,-2.49256425872537
0.0625,2.82,-2.4810557921604
0.0625,2.823,-2.46965966776691
0.0625,2.826,-2.45837439968636
0.0625,2.829,-2.44719852697417
0.0625,2.832,-2.43613061311903
0.0625,2.835,-2.42516924557317
0.0625,2.838,-2.41431303529321
0.0625,2.841,-2.40356061629141
0.0625,2.844,-2.39291064519692
0.0625,2.847,-2.382361800827
0.0625,2.85,-2.3719127837677
0.0625,2.853,-2.36156231596398
0.0625,2.856,-2.35130914031896
0.0625,2.859,-2.34115202030201
0.0625,2.862,-2.33108973956559
0.0625,2.865,-2.3211211015705
0.0625,2.868,-2.31124492921942
0.0625,2.871,-2.30146006449854
0.0625,2.874,-2.29176536812697
0.0625,2.877,-2.28215971921391
0.0625,2.88,-2.27264201492326
0.0625,2.883,-2.26321117014551
0.0625,2.886,-2.25386611717686
0.0625,2.889,-2.24460580540516
0.0625,2.892,-2.23542920100277
0.0625,2.895,-2.22633528662595
0.0625,2.898,-2.21732306112076
0.0625,2.901,-2.20839153923533
0.0625,2.904,-2.19953975133817
0.0625,2.907,-2.1907667431426
0.0625,2.91,-2.18207157543706
0.0625,2.913,-2.17345332382107
0.0625,2.916,-2.16491107844689
0.0625,2.919,-2.1564439437666
0.0625,2.922,-2.14805103828455
0.0625,2.925,-2.13973149431497
0.0625,2.928,-2.13148445774478
0.0625,2.931,-2.12330908780127
0.0625,2.934,-2.11520455682469
0.0625,2.937,-2.10717005004563
0.0625,2.94,-2.09920476536692
0.0625,2.943,-2.09130791315024
0.0625,2.946,-2.08347871600694
0.0625,2.949,-2.07571640859337
0.0625,2.952,-2.06802023741033
0.0625,2.955,-2.06038946060669
0.0625,2.958,-2.052823347787
0.0625,2.961,-2.04532117982312
0.0625,2.964,-2.03788224866959
0.0625,2.967,-2.03050585718287
0.0625,2.97,-2.02319131894416
0.0625,2.973,-2.01593795808586
0.0625,2.976,-2.00874510912156
0.0625,2.979,-2.00161211677942
0.0625,2.982,-1.99453833583886
0.0625,2.985,-1.98752313097067
0.0625,2.988,-1.98056587658012
0.0625,2.991,-1.97366595665336
0.0625,2.994,-1.96682276460682
0.0625,2.997,-1.96003570313953
0.0625,3,-1.95330418408845
